AGORA ID,Official name,Casual name,Link to document,Collections,Short summary,Long summary,Tags,Applications: Agriculture and resource extraction,"Applications: Arts, sports, leisure, travel, and lifestyle",Applications: Broadcasting and media production,Applications: Business services and analytics,Applications: Construction and field services,Applications: Consumer goods,Applications: Education,Applications: Energy and utilities,Applications: Finance and investment,Applications: Government: benefits and welfare,Applications: Government: judicial and law enforcement,Applications: Government: military and public safety,Applications: Government: other applications/unspecified,Applications: Manufacturing and process automation,"Applications: Medicine, life sciences and public health",Applications: Networking and telecommunications,"Applications: Sales, retail, and customer relations",Applications: Security,Applications: Transportation,Harms: Detrimental content,Harms: Discrimination,Harms: Ecological harm,Harms: Financial loss,Harms: Harm to health/safety,Harms: Harm to infrastructure,Harms: Harm to property,"Harms: Violation of civil or human rights, including privacy",Incentives: Access to business opportunities,Incentives: Civil liability,Incentives: Criminal liability,Incentives: Fines,Incentives: Imprisonment,Incentives: Subsidies,Risk factors: Bias,Risk factors: Interpretability and explainability,Risk factors: Privacy,Risk factors: Reliability,Risk factors: Reliability: Robustness,Risk factors: Safety,Risk factors: Security,Risk factors: Security: Cybersecurity,Risk factors: Security: Dissemination,Risk factors: Transparency,Strategies: Convening,Strategies: Disclosure,Strategies: Disclosure: About evaluation,Strategies: Disclosure: About incidents,Strategies: Disclosure: About inputs,Strategies: Disclosure: Accuracy thereof,Strategies: Disclosure: In deployment,Strategies: Disclosure: In standard form,Strategies: Evaluation,Strategies: Evaluation: Adversarial testing,Strategies: Evaluation: Conformity assessment,Strategies: Evaluation: External auditing,Strategies: Evaluation: Impact assessment,Strategies: Evaluation: Post-market monitoring,Strategies: Governance development,Strategies: Government study or report,Strategies: Government support,Strategies: Government support: AI workforce-related,Strategies: Government support: For R&D,Strategies: Input controls,Strategies: Input controls: Compute circulation,Strategies: Input controls: Compute use,Strategies: Input controls: Data circulation,Strategies: Input controls: Data use,"Strategies: Licensing, registration, and certification",Strategies: New institution,Strategies: Performance requirements,Strategies: Pilots and testbeds,Strategies: Tiering,Strategies: Tiering: Tiering based on domain of application,Strategies: Tiering: Tiering based on generality,Strategies: Tiering: Tiering based on impact,Strategies: Tiering: Tiering based on inputs,Strategies: Tiering: Tiering based on planning ability
187,"National Defense Authorization Act for Fiscal Year 2024, Section 350 (""Strategy and assessment on use of automation and artificial intelligence for shipyard optimization"")","FY2024 NDAA, Section 350 (""Strategy and assessment on use of automation and artificial intelligence for shipyard optimization"")",https://www.congress.gov/bill/118th-congress/house-bill/2670/text,NDAA provisions;U.S. federal laws,"Requires the Secretary of the Navy to (a) develop a strategy for using artificial intelligence to better predict maintenance needs at U.S. Navy shipyards, and (b) evaluate the potential maintenance cost savings of doing so.","Requires the Secretary of the Navy, in coordination with the Shipyard Infrastructure Optimization Program of the Department of the Navy, to develop a strategy for using artificial intelligence to better predict maintenance needs at U.S. Navy shipyards.

Requires the Secretary of the Navy to evaluate the potential cost savings of adopting artificial intelligence predictive maintenance technologies.

Requires the Secretary of the Navy to brief congressional defense committees on the strategy and evaluation described above. ",Strategies: Evaluation;Strategies: Evaluation: Impact assessment;Strategies: Disclosure;Strategies: Disclosure: About evaluation;Strategies: Government study or report;Strategies: Pilots and testbeds;Applications: Government: military and public safety,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
188,"National Defense Authorization Act for Fiscal Year 2024, Section 811 (""Modernizing the Department of Defense requirements process"")","FY2024 NDAA, Section 811 (""Modernizing the Department of Defense requirements process"")",https://www.congress.gov/bill/118th-congress/house-bill/2670/text,NDAA provisions;U.S. federal laws,"Requires the Vice Chairman of the Joint Chiefs of Staff to develop a streamlined requirements development process for the Department of Defense; requires  processes for software, artificial intelligence, data, and related capability areas to be more rapid and iterative than the requirements processes for traditional hardware systems. Requires the Secretary of Defense to cooperate  with other military leaders.","Requires the Secretary of Defense in coordination with military leaders to develop streamlined requirements of development processes for the Department of Defense, in order to modernize war fighting technology and reduce the time needed to deliver capabilities to warfighters.

Requires revisions to requirements management practices that maximizes the use of commercial products or services and allow for a broader range of new or alternative technological opportunities to be incorporated without the requirement being validated again.

Establishes a process to rapidly validate the ability of commercial products and services to meet capability needs or opportunities.

Requires retiring and replacing the Department of Defense Architecture Framework with a new structure focused on enabling interoperability  through application program interfaces, enterprise architectures and platforms, and government and commercial standards.

Requires the secretary to develop a formal career path, training, and structure for requirements managers.

Establishes the required processes for software, artificial intelligence, data, and related capability areas to be more rapid and iterative than the requirements processes for traditional hardware systems.

Requires the Vice Chairman of the Joint Chiefs of Staff to collaborate with industry partners, contractors, and Department of Defense science and technology reinvention laboratories in designing the new requirements development process.

Requires the Secretary of Defense to submit to the congressional defense committees an interim report and a final report on the development and implementation of the new requirements development process.",Strategies: Evaluation: Conformity assessment;Strategies: Government support: For R&D;Strategies: Convening;Strategies: Governance development;Incentives: Access to business opportunities;Applications: Government: military and public safety,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
189,"National Defense Authorization Act for Fiscal Year 2024, Section 856 (""Pilot program to analyze and monitor certain supply chains"")","FY2024 NDAA, Section 856 (""Pilot program to analyze and monitor certain supply chains"")",https://www.congress.gov/bill/118th-congress/house-bill/2670/text,NDAA provisions;U.S. federal laws,Directs the Under Secretary of Defense for Acquisition and Sustainment to establish a pilot program for analyzing supply chains for covered weapons platforms using artificial intelligence and machine learning tools.,"Directs the Under Secretary of Defense for Acquisition and Sustainment to establish a pilot program enhancing the analysis, mapping, and monitoring of supply chains for covered weapons platforms using artificial intelligence and machine learning tools.

Requires the Under Secretary to submit an annual report (until 2028) that specifies the vulnerabilities of the supply chains and the efficiencies achieved through using the new tools.",Strategies: Government study or report;Strategies: Pilots and testbeds;Strategies: Performance requirements;Applications: Government: military and public safety,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
190,"National Defense Authorization Act for Fiscal Year 2024, Title XIII, Subtitle B (""Other Matters Relating to Foreign Nations: Matters Relating to the AUKUS Partnership"")","FY2024 NDAA, Title XIII, Subtitle B (""Other Matters Relating to Foreign Nations: Matters Relating to the AUKUS Partnership"")",https://www.congress.gov/bill/118th-congress/house-bill/2670/text,NDAA provisions;U.S. federal laws,Requires the Secretary of State to (a) submit to Congress a biennial report on efforts to enhance AUKUS collaboration on artificial intelligence and (b) create an expedited technology transfer process for sharing artificial intelligence systems and other defense technologies with AUKUS partners. ,"Requires the Secretary of State, in consultation with the Secretary of Defense and other agency heads, to submit to Congress a biennial report on the AUKUS partnership, including an assessment of efforts to enhance AUKUS collaboration on artificial intelligence.

Requires the Secretary of State, in consultation with the Secretary of Defense, to create an expedited technology transfer approval process for transferring artificial intelligence systems and other defense technologies to AUKUS partners. ","Strategies: Government study or report;Strategies: Governance development;Strategies: Licensing, registration, and certification;Applications: Government: military and public safety",False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
191,"National Defense Authorization Act for Fiscal Year 2024, Section 1507 (""Review and plan relating to cyber red teams of Department of Defense"")","FY2024 NDAA, Section 1507 (""Review and plan relating to cyber red teams of Department of Defense"")",https://www.congress.gov/bill/118th-congress/house-bill/2670/text,NDAA provisions;U.S. federal laws,"Requires the Department of Defense to submit to Congress a plan for ensuring that the Department's cyber red teams possess the capabilities necessary to execute their duties, including with respect to threats stemming from artificial intelligence systems abroad.","Requires officials from the Department of Defense -- namely the Principal Cyber Advisor to the Secretary of Defense, the Chief Information Officer of the Department of Defense, the Director of Operational Test and Evaluation, and the Commander of the United States Cyber Command -- to assess the status of the implementation of recommendations made by the Secretary of Defense to enhance the capabilities of the Department of Defense's cyber red teams.

Requires the same officials listed above to submit to Congress a plan for ensuring that the Department's cyber red teams possess the capabilities necessary to execute their duties, including with respect to threats stemming from artificial intelligence systems abroad.

Requires the Director of Operational Test and Evaluation to evaluate annually, from 2025 through 2031, the status of the implementation of the plan described in the paragraph above.",Strategies: Evaluation;Strategies: Evaluation: Adversarial testing;Strategies: Government study or report;Applications: Government: military and public safety,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
192,"National Defense Authorization Act for Fiscal Year 2024, Section 1521 (""Control and management of Department of Defense data; establishment of Chief Digital and Artificial Intelligence Officer Governing Council"")","FY2024 NDAA, Section 1521 (""Control and management of Department of Defense data; establishment of Chief Digital and Artificial Intelligence Officer Governing Council"")",https://www.congress.gov/bill/118th-congress/house-bill/2670/text,NDAA provisions;U.S. federal laws,Grants the Chief Digital and Artificial Intelligence Officer authority to access and control data on behalf of the Secretary of Defense and establishes a council to oversee the responsible deployment of AI across Department of Defense operations.,"Grants the Chief Digital and Artificial Intelligence Officer of the Department of Defense the authority to access and control data on behalf of the Secretary of Defense.

Requires the Secretary to establish the Chief Digital and Artificial Intelligence Officer Governing Council, which will provide policy oversight to ensure the responsible, coordinated, and ethical deployment of AI across Department of Defense missions and operations.

Requires the Council to submit a report on its activities in the past period to the Secretary and Congress at least once every 18 months.",Risk factors: Bias;Risk factors: Security;Risk factors: Security: Dissemination;Strategies: Evaluation;Strategies: Evaluation: Conformity assessment;Strategies: Disclosure;Strategies: Disclosure: About evaluation;Strategies: Government study or report;Strategies: Government support;Strategies: Government support: AI workforce-related;Strategies: Convening;Strategies: Governance development;Strategies: Performance requirements;Strategies: New institution;Applications: Government: military and public safety,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,True,True,False,False,False,False,False,True,False,True,False,False,False,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False
193,"National Defense Authorization Act for Fiscal Year 2024, Title XV, Subtitle C (""Cyberspace-Related Matters: Information Technology and Data Management"")","FY2024 NDAA, Title XV, Subtitle C (""Cyberspace-Related Matters: Information Technology and Data Management"")",https://www.congress.gov/bill/118th-congress/house-bill/2670/text,NDAA provisions;U.S. federal laws,"Instructs the Secretary of Defense to establish a council known as the ‘Chief Digital and Artificial Intelligence Officer Governing Council’ to provide policy oversight in order to ensure the responsible, and ethical employment of data and artificial intelligence capabilities across Department of Defense missions; requires any data collection, use, or retention measure to be compliant with applicable laws; establishes a pilot program to assess the feasibility and advisability of implementing industry open technical standards.

","Instructs the Secretary of Defense to establish the 'Chief Digital and Artificial Intelligence Officer Governing Council' to oversee policy ensuring responsible and ethical use of data and AI in Department of Defense missions.

Requires  The council, led by the Chief Digital and AI Officer, to develop, implement, and oversee AI, coordinating governance, and providing ethical guidance. 

Instructs the council to identify, monitor, and update recommendations for AI use, review program funding,  and ensure compliance with AI policies. 

Instructs the council to issue guidance on access and distribution restrictions relating to data, models, tool sets, testing or validation infrastructure.

Instructs the council to implement and oversee an educational program on data and artificial intelligence, to familiarize personnel department on the applications of artificial intelligence.

Mandates all data collection, use, or retention measures  to comply with relevant laws and regulations, including those concerning data related to US persons.

Requires an establishment of a course of education at the Defense Information School, the purpose of which shall be to provide instruction on the practical concepts and skills.

Instructs the Director of the Defense Media Activity to carry out a pilot program to assess the feasibility and advisability of implementing industry open technical standards for digital content provenance for official photographs and videos of the Department of Defense 
",Risk factors: Security;Risk factors: Security: Cybersecurity;Strategies: Government support;Strategies: Government support: For R&D;Strategies: Government support: AI workforce-related;Strategies: Pilots and testbeds;Strategies: New institution;Applications: Business services and analytics;Applications: Broadcasting and media production;Applications: Government: military and public safety,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,False,False,False,False,True,False,True,False,False,False,False,False,False
194,"National Defense Authorization Act for Fiscal Year 2024, Title XV, Subtitle E (""Artificial Intelligence"")","FY2024 NDAA, Title XV, Subtitle E (""Artificial Intelligence"")",https://www.congress.gov/bill/118th-congress/house-bill/2670/text,NDAA provisions;U.S. federal laws,"Directs Secretary of Defense to implement a bug bounty program on DoD AI use and a competition on AI detection and watermarking. Instructs Secretary of Defense to develop guidance on various aspects of AI use within DoD, including bias mitigation, security, and human oversight of autonomous systems, and mandates a study on vulnerabilities of AI in the military.","Updates and extends the DoD's AI and ML acquisition framework and requires a plan for acquisition authority delegation and a demonstration of acquisition authority capabilities.

Mandates the creation of a bug bounty program for foundational AI models within the DoD, promoting collaboration with federal entities and cybersecurity experts. Requires briefing the congressional defense committees on the program within one year.

Instructs the Secretary of Defense to establish a competition to advance technologies for detecting and watermarking generative AI content. Requires annual briefing to the congressional defense committees.

Directs the Secretary of Defense to issue DoD-wide guidance and policy on AI, including with regard to ethical AI use, bias mitigation, cybersecurity, technical workforce assessments, AI literacy needs and related training programs, protection against adversarial AI, protecting the intellectual property of DoD AI system suppliers, AI's potential role in developing offensive actions, availability of inputs for AI, verification and evaluation frameworks, potential vulnerabilities of AI models and human oversight of autonomous systems. Requires briefing the congressional defense committees within 150 days.

Requires a study on the vulnerabilities of AI-enabled military applications, focusing on explainability, security risks, and the integration of decision support systems, with a final report for the congressional defense committees detailing findings and research gaps.",Risk factors: Bias;Risk factors: Reliability;Risk factors: Reliability: Robustness;Risk factors: Interpretability and explainability;Risk factors: Privacy;Risk factors: Safety;Risk factors: Security;Risk factors: Security: Cybersecurity;Risk factors: Security: Dissemination;Harms: Harm to health/safety;Harms: Detrimental content;Strategies: Evaluation;Strategies: Disclosure;Strategies: Government study or report;Strategies: Government support;Strategies: Government support: For R&D;Strategies: Government support: AI workforce-related;Strategies: Pilots and testbeds;Strategies: Governance development;Strategies: Performance requirements;Applications: Government: military and public safety,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,True,True,True,True,True,True,True,True,True,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,True,True,True,True,True,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False
195,"National Defense Authorization Act for Fiscal Year 2024, Section 1682 (""Electromagnetic Warfare"")","FY2024 NDAA, Section 1682 (""Electromagnetic Warfare"")",https://www.congress.gov/bill/118th-congress/house-bill/2670/text,NDAA provisions;U.S. federal laws,"Requires several US military branches to assess their electromagnetic spectrum operation abilities, including the need for AI-assisted operations.","Requires leaders of the Army, Navy, Air Force, Marine Corps, and Space Operations to evaluate their ability to conduct electromagnetic spectrum operations. The evaluation should include the need for AI-assisted operations.",Strategies: Evaluation;Strategies: Government study or report;Applications: Government: military and public safety,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
196,"National Defense Authorization Act for Fiscal Year 2024, Section 6303 (""Establishment of the Chief Artificial Intelligence Officer of the Department of State"")","FY2024 NDAA, Section 6303 (""Establishment of the Chief Artificial Intelligence Officer of the Department of State"")",https://www.congress.gov/bill/118th-congress/house-bill/2670/text,NDAA provisions;U.S. federal laws,Creates the position of Chief Artificial Intelligence Officer within the Department of State.,"Creates the Chief Artificial Intelligence Officer position, who will be responsible for (a) the evaluation and facilitation of responsible AI and machine learning usage and (b) advising the Secretary of State on ethical AI and analytics usage in diplomacy.

Instructs the Chief Artificial Intelligence Officer to partner with the Chief Information Officer on scaling AI use cases.",Strategies: Evaluation;Applications: Government: military and public safety;Applications: Government: other applications/unspecified,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
197,"National Defense Authorization Act for Fiscal Year 2024, Section 7356 (""Analysis of commercial cloud initiatives of intelligence community"")","FY2024 NDAA, Section 7356 (""Analysis of commercial cloud initiatives of intelligence community"")",https://www.congress.gov/bill/118th-congress/house-bill/2670/text,NDAA provisions;U.S. federal laws,Requires the Director of National Intelligence to (a) analyze the intelligence community's commercial cloud initiatives -- including their ability to support artificial intelligence capabilities -- and (b) brief the congressional intelligence and appropriations committees on the findings of that analysis. ,"Requires the Director of National Intelligence to produce a comprehensive analysis of the intelligence community's cloud initiatives relating to the Commercial Cloud Enterprise contract entered into by the Director of the Central Intelligence Agency in November of 2020. 

Requires the above analysis to include projected cloud computing costs, plans for the termination of legacy data storage mechanisms, an assessment of the value and efficacy of cloud computing tools and analytics, and the suitability of existing computing arrangements to service artificial intelligence systems for the intelligence community. 

Requires the Director of National Intelligence to brief the congressional intelligence and appropriations committees on the findings of the analysis detailed above.",Strategies: Evaluation;Strategies: Evaluation: Conformity assessment;Strategies: Disclosure;Strategies: Disclosure: About evaluation;Strategies: Government study or report;Applications: Government: military and public safety,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,True,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
198,"National Defense Authorization Act for Fiscal Year 2024, Section 7507 (""Programs for next-generation microelectronics in support of artificial intelligence"")","FY2024 NDAA, Section 7507 (""Programs for next-generation microelectronics in support of artificial intelligence"")",https://www.congress.gov/bill/118th-congress/house-bill/2670/text,NDAA provisions;U.S. federal laws,"Requires the Director of National Intelligence to establish or oversee a program to advance microelectronics research, focused on applications in artificial intelligence and other emerging technologies.","Requires the Director of National Intelligence, acting through the Director of the Intelligence Advanced Research Projects Activity, to establish or oversee a program to advance microelectronics research. 

Requires the program described above to focus on applications in artificial intelligence, advanced computing, advanced computing materials, optical communication networks, quantum technologies, or other emerging technologies. 

Requires the Director of National Intelligence to consider a variety of factors when crafting the research program, including input from the Secretary of Commerce and from an array of stakeholders including representatives of industry and academia.

Requires the Director of the Intelligence Advanced Research Projects Activity to brief the congressional intelligence, appropriations, and commerce committees on the progress of the research program described above and recommendations for future research priorities. ",Risk factors: Safety;Strategies: Government study or report;Strategies: Government support;Strategies: Government support: For R&D;Strategies: Convening;Applications: Government: military and public safety,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
199,"National Defense Authorization Act for Fiscal Year 2024, Section 7510 (""Requirement to ensure intelligence community directives appropriately account for artificial intelligence and machine learning tools in intelligence products"")","FY2024 NDAA, Section 7510 (""Requirement to ensure intelligence community directives appropriately account for artificial intelligence and machine learning tools in intelligence products"")",https://www.congress.gov/bill/118th-congress/house-bill/2670/text,NDAA provisions;U.S. federal laws,"Requires the Director of National Intelligence to brief Congress on whether existing directives provide sufficient guidance on the use of AI in intelligence and, if necessary, on a plan to update the guidance.","Requires the Director of National Intelligence to brief the congressional appropriations and intelligence committees on whether intelligence community directives provide sufficient guidance on how to use, document, and disclose AI and machine learning tools in intelligence. 

Requires the Director to either (a) justify the assertion that existing intelligence community directives do sufficiently provide such guidance or (b) provide a plan and timeline for updating the directives as necessary.",Strategies: Disclosure;Strategies: Government study or report;Strategies: Governance development;Applications: Government: military and public safety,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
200,"National Defense Authorization Act for Fiscal Year 2024, Section 7511 (""Expanded annual assessment of economic and technological capabilities of the People's Republic of China and related briefing"")","FY2024 NDAA, Section 7511 (""Expanded annual assessment of economic and technological capabilities of the People's Republic of China and related briefing"")",https://www.congress.gov/bill/118th-congress/house-bill/2670/text,NDAA provisions;U.S. federal laws,Instructs the Director of National Intelligence to provide a briefing and recommendations to the congressional intelligence committees on the working groups regarding the People's Republic of China's investments in artificial intelligence.,"Instructs the Director of National Intelligence to provide a briefing to the congressional intelligence committees on the status and implementation of working groups on the People's Republic of China's activities regarding certain technologies, including artificial intelligence. 

Instructs working groups to assess the investments made by the People's Republic of China in AI, the competitive practices of the People's Republic of China relating to AI, opportunities to counter those practices, and US vulnerabilities in the supply chain of AI.",Strategies: Government study or report;Strategies: Convening;Applications: Energy and utilities,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
201,"National Defense Authorization Act for Fiscal Year 2024, Section 7513 (""Policies established by Director of National Intelligence for artificial intelligence capabilities"")","FY2024 NDAA, Section 7513 (""Policies established by Director of National Intelligence for artificial intelligence capabilities"")",https://www.congress.gov/bill/118th-congress/house-bill/2670/text,NDAA provisions;U.S. federal laws,"Requires the Director of National Intelligence to implement policies for the third-party acquisition, development, and use of artificial intelligence capabilities.","Instructs the Director of National Intelligence, in consultation with the Director of the Office of Management and Budget and other intelligence officials to maintain, develop, and annually revise various AI policies.

Requires the establishment of a lexicon relating to machine learning and AI use by the intelligence community.

Requires the establishment of guidelines for evaluating model performance by specifying conditions for AI capability monitoring, documenting performance objectives, specifying model auditing processes, and specifying conditions for vulnerability testing and privacy evaluations.

Requires the establishment of guidelines for tracking dependencies in related systems, documentation requirements for capabilities procured from third-party and training data usage, and guidance on the usage of third-party-trained models.",Risk factors: Reliability;Risk factors: Interpretability and explainability;Risk factors: Privacy;Risk factors: Security;Risk factors: Security: Cybersecurity;Risk factors: Security: Dissemination;Strategies: Evaluation;Strategies: Evaluation: Conformity assessment;Strategies: Evaluation: External auditing;Strategies: Disclosure;Strategies: Disclosure: In deployment;Strategies: Disclosure: About evaluation;Strategies: Disclosure: In standard form;Strategies: Government support: For R&D;Strategies: Convening;Strategies: Governance development,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,True,False,False,True,True,True,False,True,True,True,False,False,False,True,True,True,False,True,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
202,"National Defense Authorization Act for Fiscal Year 2024, Section 253 (""Annual review of status of implementation plan for digital engineering career tracks"")","FY2024 NDAA, Section 253 (""Annual review of status of implementation plan for digital engineering career tracks"")",https://www.congress.gov/bill/118th-congress/house-bill/2670/text,NDAA provisions;U.S. federal laws,"Requires an annual report on the Department of Defense's digital engineer career track plan by the Secretary of Defense to Congress, including an assessment of how advances in machine learning affect the plan.","Requires the Secretary of Defense to conduct annually, through 2029, an internal review of the Department of Defense's plan for the digital engineer career track. The review shall include consideration of how the rapid rate of technological change in data science and machine learning may affect the implementation of the plan.

Requires the Secretary to submit annually, through 2029, a report to the congressional defense committees on the findings of that internal review. The report shall include the Secretary's plan for addressing the digital engineer personnel needs of the Department.",Strategies: Disclosure;Strategies: Government study or report;Applications: Government: military and public safety,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
203,"National Defense Authorization Act for Fiscal Year 2024, Section 112 (""Strategy for Army tactical wheeled vehicle program"")","FY2024 NDAA, Section 112 (""Strategy for Army tactical wheeled vehicle program"")",https://www.congress.gov/bill/118th-congress/house-bill/2670/text,NDAA provisions;U.S. federal laws,"Requires the Secretary of the Army to submit to Congress a report on the strategy 
of the Army for tactical wheeled vehicles -- including autonomous vehicles -- for FY 2025, 2030, and 2035. The report shall include a description of the force structure and funding necessary for the tactical wheeled vehicle program to support the U.S.'s national security strategy.","Requires the Secretary of the Army to submit to Congress a report on the strategy of the Army for tactical wheeled vehicles, including autonomous vehicles. The report shall be submitted with the budget justification materials submitted in support of the budget of the Department of Defense for each of FY 2025, 2030, and 2035.

Requires the report to include a description of the force structure and funding necessary for the tactical wheeled vehicle program to support the U.S.'s national security strategy, along with detailed rundown of a program for the construction of tactical wheeled vehicles and the estimated cost of such a program. 

Requires the Secretary of the Army to, within 15 days of the budget materials submission described above, brief the congressional defense committees on the investment needed for each platform of tactical wheeled vehicle.",Strategies: Government study or report;Strategies: Government support;Applications: Government: military and public safety,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
204,"National Defense Authorization Act for Fiscal Year 2024, Section 251 (""Congressional notification of changes to Department of Defense policy on autonomy in weapon systems"")","FY2024 NDAA, Section 251 (""Congressional notification of changes to Department of Defense policy on autonomy in weapon systems"")",https://www.congress.gov/bill/118th-congress/house-bill/2670/text,NDAA provisions;U.S. federal laws,"Requires the Secretary of Defense to brief the congressional defense committees on the nature and purpose of any modifications to Department of Defense Directive 300.09, which relates to autonomy in weapons systems.","Requires the Secretary of Defense to brief the congressional defense committees on the nature and purpose of any modifications to Department of Defense Directive 300.09, which relates to autonomy in weapons systems, within 30 days of making the modifications.",Harms: Harm to health/safety;Strategies: Disclosure;Applications: Government: military and public safety,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
